1641492301.000000, 1641492301.000000, 1641492301.000000
32.000000, 32.000000, 32.000000
-24,-1,61
-23,-2,61
-23,-2,61
-24,-1,61
-23,-2,61
-23,-1,61
-23,-2,61
-24,-2,61
-23,-1,61
-23,-2,61
-24,-1,61
-24,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-24,-2,61
-24,-1,61
-23,-1,61
-23,-2,61
-23,-2,61
-23,-1,61
-23,-2,61
-23,-1,61
-24,-2,61
-24,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-24,-2,61
-24,-1,61
-23,-2,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-2,61
-23,-2,61
-23,-2,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-2,61
-24,-2,61
-24,-1,61
-23,-2,61
-23,-1,61
-23,-2,61
-24,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-24,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-2,61
-24,-2,61
-23,-1,61
-23,-1,61
-24,-2,61
-23,-1,61
-23,-1,61
-23,-1,62
-23,-2,61
-23,-1,61
-23,-2,61
-23,-2,61
-23,-2,61
-23,-1,61
-23,-2,61
-24,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-24,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-24,-2,61
-23,-1,61
-23,-1,61
-24,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-2,61
-24,-1,61
-23,-2,62
-23,-2,61
-24,-1,61
-23,-1,62
-23,-1,61
-24,-2,61
-23,-2,61
-23,-2,61
-23,-1,61
-24,-1,61
-24,-1,61
-23,-2,61
-24,-2,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-2,61
-24,-1,61
-24,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-2,61
-24,-1,61
-23,-1,61
-24,-2,61
-23,-1,61
-24,-2,61
-24,-2,61
-24,-1,61
-24,-1,61
-24,-1,61
-24,-1,61
-24,-2,61
-23,-1,61
-24,-1,61
-24,-1,61
-24,-2,61
-23,-1,61
-24,-1,61
-24,-2,61
-23,-1,61
-23,-2,61
-24,-1,61
-23,-2,61
-23,-1,61
-24,-1,61
-23,-2,61
-23,-1,61
-24,-2,61
-23,-2,61
-23,-1,61
-23,-1,61
-24,-2,61
-24,-1,61
-23,-1,61
-23,-1,61
-24,-1,61
-23,-1,61
-23,-1,61
-24,-1,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-24,-2,61
-23,-1,61
-23,-2,61
-24,-2,61
-23,-1,61
-23,-1,61
-24,-1,61
-23,-2,61
-23,-1,61
-24,-2,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-2,61
-23,-2,61
-24,-1,61
-23,-2,61
-23,-2,61
-24,-1,61
-24,-1,61
-23,-2,61
-24,-2,61
-24,-1,61
-23,-1,61
-23,-2,61
-24,-1,61
-23,-1,61
-23,-2,61
-23,-2,61
-23,-2,61
-23,-1,61
-24,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-24,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-24,-2,61
-23,-2,61
-23,-2,61
-24,-2,61
-23,-2,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-24,-1,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-24,-2,61
-23,-2,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-24,-1,61
-24,-1,61
-23,-2,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-24,-2,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-2,61
-23,-1,61
-24,-2,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-24,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-2,61
-23,-1,61
-24,-1,61
-23,-1,61
-23,-2,61
-23,-2,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-2,61
-23,-2,61
-24,-2,61
-23,-1,61
-23,-2,61
-24,-2,61
-24,-1,61
-23,-2,62
-23,-2,62
-23,-1,61
-23,-1,61
-23,-1,61
-24,-2,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-2,61
-23,-1,61
-23,-2,61
-23,-2,61
-24,-1,61
-23,-1,61
-23,-1,61
-23,-1,61
-24,-2,61
-23,-1,62
-23,-2,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-2,61
-23,-1,61
-24,-1,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-2,61
-23,-2,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-2,61
-23,-2,61
-23,-2,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-2,61
-23,-1,61
-23,-1,61
-23,-2,61
-24,-2,61
-23,-2,61
-23,-2,61
-23,-2,61
-23,-2,61
-24,-1,61
-23,-1,61
-23,-1,61
-23,-1,60
-34,0,52
-26,-2,59
-19,-6,65
-13,-3,67
-20,-2,62
-15,-3,65
-19,-3,63
-20,-3,62
-17,-4,63
-16,-3,64
-20,-2,62
-19,-3,63
-19,-3,63
-16,-2,64
-17,-1,62
-20,-2,62
-19,-2,62
-19,-2,64
-18,-2,62
-18,-2,62
-18,-2,62
-19,-2,63
-19,-2,62
-18,-1,64
-20,-2,62
-18,-1,62
-18,-2,63
-18,-1,62
-22,-2,63
-24,-5,63
-21,-2,62
-21,-2,60
-20,-3,62
-22,-2,61
-21,-1,61
-20,-3,62
-22,-2,62
-22,-3,61
-22,-2,61
-22,-2,61
-23,-2,62
-22,-2,62
-22,-2,62
-23,-2,62
-23,-2,61
-22,-2,61
-23,-2,61
-22,-2,62
-23,-2,61
-23,-2,61
-23,-2,61
-24,-2,61
-24,-2,61
-22,-2,62
-24,-2,61
-24,-2,61
-25,-2,60
-25,-3,60
-25,-2,60
-25,-3,61
-25,-2,61
-25,-2,61
-24,-2,60
-24,-2,61
-25,-2,60
-25,-2,61
-25,-2,60
-25,-2,60
-25,-2,60
-26,-2,61
-25,-2,60
-25,-2,60
-26,-2,60
-25,-2,61
-25,-2,60
-26,-2,60
-25,-1,61
-26,-2,60
-24,-2,60
-26,-1,59
-25,-2,61
-25,-2,61
-25,-1,60
-25,-1,60
-23,-1,62
-26,-1,59
-25,-1,60
-24,-1,61
-25,-2,61
-25,-1,61
-24,-2,60
-24,-2,61
-25,-2,61
-25,-2,61
-25,-2,61
-25,-2,60
-24,-1,61
-24,-1,61
-25,-1,60
-25,-1,60
-25,-2,60
-24,-1,61
-25,-2,60
-25,-1,61
-25,-2,61
-25,-1,61
-24,-3,59
-23,0,63
-26,-3,59
-26,-1,61
-25,-1,61
-25,-2,61
-26,-2,61
-25,-2,60
-25,-2,61
-25,-2,61
-25,-2,60
-25,-1,60
-25,-1,60
-25,-1,60
-25,-1,60
-25,-1,61
-25,-1,61
-24,-2,60
-25,-2,60
-26,-1,61
-25,-1,60
-24,-2,60
-25,-2,60
-25,-2,61
-26,-1,60
-25,-2,60
-26,-2,60
-26,-2,60
-25,-1,60
-25,-2,60
-26,-2,60
-25,-2,60
-25,-2,61
-26,-2,60
-25,-2,60
-25,-2,60
-25,-2,61
-25,-2,60
-25,-2,60
-26,-2,60
-25,-2,60
-25,-2,60
-25,-1,60
-25,-2,60
-25,-2,60
-25,-2,61
-25,-2,61
-25,-2,60
-25,-2,61
-25,-2,61
-25,-2,61
-25,-2,60
-25,-2,61
-25,-2,60
-25,-2,61
-25,-2,61
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,61
-25,-2,60
-25,-2,61
-25,-2,61
-25,-2,61
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,61
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
-25,-2,60
